# diffkk: no title lines specified
#------------------------
#   energy    f1        f2        f1_cl     f2_cl
  7132.0000       -5.0917761        3.9873782       -5.5844030        3.9288894
  7133.0000       -5.0425253        4.0341554       -5.5290765        3.9277636
  7134.0000       -5.0219743        4.0519901       -5.4762838        3.9266386
  7135.0000       -4.8852050        4.0902207       -5.4258002        3.9255143
  7136.0000       -4.7860779        4.0622787       -5.3774298        3.9243907
  7137.0000       -4.6265436        4.0031630       -5.3310006        3.9232679
  7138.0000       -4.5567679        3.8816885       -5.2863609        3.9221459
  7139.0000       -4.4989830        3.7544677       -5.2433760        3.9210245
  7140.0000       -4.5371657        3.6670990       -5.2019262        3.9199040
  7141.0000       -4.5119830        3.6048035       -5.1619040        3.9187841
  7142.0000       -4.5524294        3.5508195       -5.1232132        3.9176651
  7143.0000       -4.5275690        3.5189132       -5.0857667        3.9165467
  7144.0000       -4.5467926        3.4718758       -5.0494859        3.9154291
  7145.0000       -4.5289081        3.4291774       -5.0142994        3.9143123
  7146.0000       -4.5536466        3.3785271       -4.9801422        3.9131961
  7147.0000       -4.5673164        3.3260332       -4.9469549        3.9120808
  7148.0000       -4.6149074        3.3020707       -4.9146832        3.9109661
  7149.0000       -4.6448353        3.2544861       -4.8832771        3.9098522
  7150.0000       -4.7245735        3.2740060       -4.8526908        3.9087390
  7151.0000       -4.7315243        3.2661589       -4.8228819        3.9076266
  7152.0000       -4.8069781        3.2979402       -4.7938113        3.9065149
  7153.0000       -4.7942901        3.3199852       -4.7654427        3.9054040
  7154.0000       -4.8409721        3.3464651       -4.7377425        3.9042938
  7155.0000       -4.8300013        3.3509874       -4.7106795        3.9031843
  7156.0000       -4.9069603        3.3926761       -4.6842246        3.9020755
  7157.0000       -4.8697930        3.4446174       -4.6583505        3.9009675
  7158.0000       -4.9191001        3.4592184       -4.6330321        3.8998602
  7159.0000       -4.9114930        3.5299648       -4.6082454        3.8987537
  7160.0000       -4.9209902        3.5811879       -4.5839684        3.8976479
  7161.0000       -4.8796882        3.6324261       -4.5601801        3.8965428
  7162.0000       -4.8873093        3.6696491       -4.5368610        3.8954384
  7163.0000       -4.8389754        3.7258689       -4.5139925        3.8943348
  7164.0000       -4.8301311        3.7494310       -4.4915574        3.8932319
  7165.0000       -4.7931120        3.8040463       -4.4695393        3.8921297
  7166.0000       -4.7570355        3.8399148       -4.4479228        3.8910283
  7167.0000       -4.7082658        3.8554682       -4.4266931        3.8899276
  7168.0000       -4.7054377        3.8945271       -4.4058365        3.8888276
  7169.0000       -4.6317228        3.9393662       -4.3853399        3.8877283
  7170.0000       -4.6044153        3.9501804       -4.3651909        3.8866298
  7171.0000       -4.5360879        3.9952076       -4.3453777        3.8855320
  7172.0000       -4.4716719        3.9862490       -4.3258891        3.8844349
  7173.0000       -4.4256277        3.9791109       -4.3067145        3.8833386
  7174.0000       -4.3951436        3.9760168       -4.2878438        3.8822429
  7175.0000       -4.3580156        3.9804302       -4.2692674        3.8811480
  7176.0000       -4.3162274        3.9906805       -4.2509761        3.8800538
  7177.0000       -4.2661267        3.9734659       -4.2329610        3.8789604
  7178.0000       -4.2428786        3.9727906       -4.2152140        3.8778676
  7179.0000       -4.1986822        3.9597175       -4.1977270        3.8767756
  7180.0000       -4.1785190        3.9616737       -4.1804923        3.8756843
  7181.0000       -4.1263405        3.9509185       -4.1635028        3.8745937
  7182.0000       -4.0971917        3.9356705       -4.1467513        3.8735038
  7183.0000       -4.0629368        3.9008287       -4.1302313        3.8724147
  7184.0000       -4.0628150        3.8938464       -4.1139364        3.8713262
  7185.0000       -4.0306655        3.8731728       -4.0978603        3.8702385
  7186.0000       -4.0367892        3.8758497       -4.0819973        3.8691515
  7187.0000       -3.9833876        3.8690802       -4.0663416        3.8680653
  7188.0000       -3.9824592        3.8345845       -4.0508879        3.8669797
  7189.0000       -3.9734530        3.8330295       -4.0356309        3.8658948
  7190.0000       -3.9556846        3.8330799       -4.0205656        3.8648107
  7191.0000       -3.9292546        3.8066955       -4.0056871        3.8637273
  7192.0000       -3.9369191        3.7994835       -3.9909910        3.8626446
  7193.0000       -3.9144629        3.7928228       -3.9764725        3.8615626
  7194.0000       -3.9062456        3.7841465       -3.9621276        3.8604813
  7195.0000       -3.8925729        3.7601917       -3.9479520        3.8594007
  7196.0000       -3.8995833        3.7593153       -3.9339417        3.8583208
  7197.0000       -3.8903656        3.7386173       -3.9200928        3.8572417
  7198.0000       -3.9048079        3.7538857       -3.9064017        3.8561632
  7199.0000       -3.8816329        3.7339704       -3.8928647        3.8550855
  7200.0000       -3.9140808        3.7503926       -3.8794783        3.8540085
  7201.0000       -3.8756823        3.7543704       -3.8662393        3.8529321
  7202.0000       -3.9045920        3.7547110       -3.8531443        3.8518565
  7203.0000       -3.8704835        3.7852328       -3.8401903        3.8507816
  7204.0000       -3.8588410        3.7758596       -3.8273741        3.8497074
  7205.0000       -3.8413819        3.7731223       -3.8146928        3.8486339
  7206.0000       -3.8500360        3.7791210       -3.8021437        3.8475611
  7207.0000       -3.8218507        3.7912864       -3.7897239        3.8464891
  7208.0000       -3.8146712        3.7894155       -3.7774308        3.8454177
  7209.0000       -3.7958755        3.7847507       -3.7652618        3.8443470
  7210.0000       -3.8050004        3.7973373       -3.7532144        3.8432770
  7211.0000       -3.7679435        3.8064146       -3.7412861        3.8422077
  7212.0000       -3.7717988        3.8039062       -3.7294747        3.8411392
  7213.0000       -3.7400772        3.8231468       -3.7177777        3.8400713
  7214.0000       -3.7191317        3.8176022       -3.7061931        3.8390041
  7215.0000       -3.6908976        3.8070901       -3.6947186        3.8379376
  7216.0000       -3.6970103        3.8005451       -3.6833521        3.8368719
  7217.0000       -3.6719108        3.8171294       -3.6720917        3.8358068
  7218.0000       -3.6442930        3.8121041       -3.6609353        3.8347424
  7219.0000       -3.6193335        3.7894550       -3.6498810        3.8336787
  7220.0000       -3.6283142        3.7856044       -3.6389269        3.8326158
  7221.0000       -3.6000800        3.7926920       -3.6280713        3.8315535
  7222.0000       -3.5834500        3.7860672       -3.6173123        3.8304919
  7223.0000       -3.5482136        3.7711598       -3.6066483        3.8294310
  7224.0000       -3.5438733        3.7405380       -3.5960776        3.8283708
  7225.0000       -3.5453585        3.7258614       -3.5855985        3.8273113
  7226.0000       -3.5424099        3.7336419       -3.5752095        3.8262525
  7227.0000       -3.5101368        3.7082154       -3.5649090        3.8251943
  7228.0000       -3.5306757        3.6878039       -3.5546955        3.8241369
  7229.0000       -3.5179880        3.6868196       -3.5445675        3.8230802
  7230.0000       -3.5210014        3.6736704       -3.5345237        3.8220241
  7231.0000       -3.5081847        3.6597632       -3.5245625        3.8209688
  7232.0000       -3.5209693        3.6409251       -3.5146828        3.8199141
  7233.0000       -3.5245044        3.6283702       -3.5048830        3.8188601
  7234.0000       -3.5447759        3.6271732       -3.4951621        3.8178069
  7235.0000       -3.5408370        3.6191862       -3.4855186        3.8167543
  7236.0000       -3.5679636        3.6212204       -3.4759513        3.8157024
  7237.0000       -3.5564666        3.6199191       -3.4664591        3.8146511
  7238.0000       -3.5964245        3.6136462       -3.4570408        3.8136006
  7239.0000       -3.5908142        3.6431817       -3.4476952        3.8125508
  7240.0000       -3.6073376        3.6309623       -3.4384213        3.8115016
  7241.0000       -3.6277191        3.6644637       -3.4292179        3.8104531
  7242.0000       -3.6200056        3.6910833       -3.4200839        3.8094053
  7243.0000       -3.6073518        3.7019667       -3.4110183        3.8083582
  7244.0000       -3.6075284        3.7094472       -3.4020202        3.8073118
  7245.0000       -3.6121152        3.7128266       -3.3930884        3.8062660
  7246.0000       -3.6332296        3.7494567       -3.3842221        3.8052210
  7247.0000       -3.6018104        3.7833664       -3.3754202        3.8041766
  7248.0000       -3.5935573        3.7946374       -3.3666819        3.8031329
  7249.0000       -3.5703785        3.8113902       -3.3580062        3.8020899
  7250.0000       -3.5676839        3.8253251       -3.3493923        3.8010476
  7251.0000       -3.5350055        3.8444366       -3.3408392        3.8000059
  7252.0000       -3.5325904        3.8436183       -3.3323461        3.7989649
  7253.0000       -3.5107498        3.8747016       -3.3239122        3.7979246
  7254.0000       -3.4810923        3.8781063       -3.3155367        3.7968850
  7255.0000       -3.4571045        3.8747382       -3.3072187        3.7958461
  7256.0000       -3.4622338        3.8759174       -3.2989575        3.7948078
  7257.0000       -3.4373872        3.9105175       -3.2907523        3.7937702
  7258.0000       -3.4002580        3.9058354       -3.2826024        3.7927333
  7259.0000       -3.3832189        3.9058212       -3.2745070        3.7916970
  7260.0000       -3.3585542        3.9070355       -3.2664653        3.7906615
  7261.0000       -3.3383162        3.8978127       -3.2584768        3.7896266
  7262.0000       -3.3316285        3.8980180       -3.2505406        3.7885924
  7263.0000       -3.3094726        3.9079324       -3.2426562        3.7875588
  7264.0000       -3.2795604        3.9020069       -3.2348228        3.7865260
  7265.0000       -3.2684674        3.8836572       -3.2270398        3.7854938
  7266.0000       -3.2631069        3.8935938       -3.2193066        3.7844622
  7267.0000       -3.2346763        3.8864925       -3.2116224        3.7834314
  7268.0000       -3.2312201        3.8861167       -3.2039868        3.7824012
  7269.0000       -3.1980911        3.8861233       -3.1963991        3.7813717
  7270.0000       -3.1897532        3.8689832       -3.1888587        3.7803428
  7271.0000       -3.1712570        3.8693268       -3.1813650        3.7793146
  7272.0000       -3.1590929        3.8533416       -3.1739174        3.7782871
  7273.0000       -3.1503179        3.8528181       -3.1665155        3.7772603
  7274.0000       -3.1282334        3.8481454       -3.1591586        3.7762341
  7275.0000       -3.1081920        3.8242130       -3.1518462        3.7752086
  7276.0000       -3.1189581        3.8029128       -3.1445777        3.7741838
  7277.0000       -3.1192944        3.8156770       -3.1373527        3.7731596
  7278.0000       -3.0941527        3.8056361       -3.1301707        3.7721361
  7279.0000       -3.1019476        3.7906106       -3.1230311        3.7711132
  7280.0000       -3.0872255        3.7996663       -3.1159334        3.7700910
  7281.0000       -3.0811071        3.7761650       -3.1088771        3.7690695
  7282.0000       -3.0831925        3.7850916       -3.1018619        3.7680487
  7283.0000       -3.0688529        3.7749650       -3.0948871        3.7670285
  7284.0000       -3.0625013        3.7762085       -3.0879525        3.7660089
  7285.0000       -3.0526842        3.7592625       -3.0810574        3.7649901
  7286.0000       -3.0474816        3.7627327       -3.0742014        3.7639719
  7287.0000       -3.0400730        3.7332780       -3.0673842        3.7629543
  7288.0000       -3.0576310        3.7473428       -3.0606052        3.7619374
  7289.0000       -3.0346751        3.7346263       -3.0538641        3.7609212
  7290.0000       -3.0527523        3.7395907       -3.0471605        3.7599056
  7291.0000       -3.0215689        3.7383898       -3.0404939        3.7588907
  7292.0000       -3.0316101        3.7161082       -3.0338640        3.7578764
  7293.0000       -3.0396840        3.7177230       -3.0272702        3.7568628
  7294.0000       -3.0374331        3.7377458       -3.0207124        3.7558499
  7295.0000       -3.0068117        3.7209849       -3.0141900        3.7548376
  7296.0000       -3.0242511        3.7109943       -3.0077027        3.7538260
  7297.0000       -3.0104535        3.7066395       -3.0012501        3.7528150
  7298.0000       -3.0302323        3.6985631       -2.9948319        3.7518047
  7299.0000       -3.0250471        3.7105599       -2.9884477        3.7507950
  7300.0000       -3.0202778        3.7111614       -2.9820972        3.7497860
  7301.0000       -3.0175197        3.6929189       -2.9757799        3.7487776
  7302.0000       -3.0485725        3.7106032       -2.9694956        3.7477699
  7303.0000       -3.0229099        3.7284963       -2.9632440        3.7467629
  7304.0000       -3.0260090        3.7335392       -2.9570246        3.7457564
  7305.0000       -2.9924774        3.7322692       -2.9508372        3.7447507
  7306.0000       -3.0147226        3.7136787       -2.9446815        3.7437456
  7307.0000       -3.0054713        3.7366094       -2.9385570        3.7427411
  7308.0000       -3.0050146        3.7309064       -2.9324636        3.7417373
  7309.0000       -2.9953553        3.7405708       -2.9264010        3.7407342
  7310.0000       -3.0024591        3.7408085       -2.9203687        3.7397317
  7311.0000       -2.9863531        3.7642886       -2.9143665        3.7387298
  7312.0000       -2.9668753        3.7606187       -2.9083942        3.7377286
  7313.0000       -2.9501791        3.7483783       -2.9024514        3.7367280
  7314.0000       -2.9683352        3.7377712       -2.8965378        3.7357281
  7315.0000       -2.9659890        3.7590537       -2.8906532        3.7347288
  7316.0000       -2.9602147        3.7696652       -2.8847973        3.7337302
  7317.0000       -2.9328255        3.7795366       -2.8789698        3.7327322
  7318.0000       -2.9308016        3.7668734       -2.8731704        3.7317348
  7319.0000       -2.9197627        3.7840255       -2.8673990        3.7307382
  7320.0000       -2.8991955        3.7799415       -2.8616552        3.7297421
  7321.0000       -2.8851890        3.7694070       -2.8559387        3.7287467
  7322.0000       -2.8934035        3.7687316       -2.8502493        3.7277519
  7323.0000       -2.8649048        3.7807767       -2.8445868        3.7267578
  7324.0000       -2.8617427        3.7537635       -2.8389510        3.7257643
  7325.0000       -2.8619353        3.7686536       -2.8333415        3.7247714
  7326.0000       -2.8432716        3.7586524       -2.8277581        3.7237792
  7327.0000       -2.8450439        3.7529781       -2.8222006        3.7227877
  7328.0000       -2.8429904        3.7590798       -2.8166688        3.7217967
  7329.0000       -2.8237447        3.7618252       -2.8111625        3.7208064
  7330.0000       -2.8200305        3.7519189       -2.8056813        3.7198168
  7331.0000       -2.8033717        3.7556047       -2.8002252        3.7188278
  7332.0000       -2.8014459        3.7316340       -2.7947938        3.7178394
  7333.0000       -2.8088646        3.7450811       -2.7893869        3.7168517
  7334.0000       -2.7884149        3.7414602       -2.7840044        3.7158646
  7335.0000       -2.7894535        3.7346586       -2.7786460        3.7148781
  7336.0000       -2.7806827        3.7386604       -2.7733115        3.7138922
  7337.0000       -2.7662636        3.7307841       -2.7680007        3.7129070
  7338.0000       -2.7663726        3.7168686       -2.7627134        3.7119225
  7339.0000       -2.7689564        3.7181188       -2.7574494        3.7109385
  7340.0000       -2.7631146        3.7172287       -2.7522085        3.7099552
  7341.0000       -2.7579156        3.7157146       -2.7469906        3.7089726
  7342.0000       -2.7512635        3.7097853       -2.7417953        3.7079905
  7343.0000       -2.7515674        3.7040827       -2.7366226        3.7070091
  7344.0000       -2.7477409        3.7030753       -2.7314721        3.7060284
  7345.0000       -2.7484875        3.6909711       -2.7263439        3.7050482
  7346.0000       -2.7632303        3.6986731       -2.7212376        3.7040687
  7347.0000       -2.7495734        3.7101730       -2.7161531        3.7030898
  7348.0000       -2.7472916        3.7040968       -2.7110902        3.7021116
  7349.0000       -2.7407926        3.7104030       -2.7060487        3.7011339
  7350.0000       -2.7360504        3.7024846       -2.7010285        3.7001569
  7351.0000       -2.7377938        3.7040576       -2.6960293        3.6991806
  7352.0000       -2.7413736        3.7048790       -2.6910511        3.6982048
  7353.0000       -2.7390438        3.7227319       -2.6860936        3.6972297
  7354.0000       -2.7204627        3.7261227       -2.6811567        3.6962552
  7355.0000       -2.7092633        3.7246027       -2.6762402        3.6952814
  7356.0000       -2.7028452        3.7153676       -2.6713439        3.6943081
  7357.0000       -2.7005717        3.7242534       -2.6664677        3.6933355
  7358.0000       -2.6797804        3.7086827       -2.6616115        3.6923635
  7359.0000       -2.7057569        3.7048227       -2.6567750        3.6913921
  7360.0000       -2.6837856        3.7328983       -2.6519582        3.6904214
  7361.0000       -2.6653802        3.7108061       -2.6471608        3.6894513
  7362.0000       -2.6677083        3.7027182       -2.6423827        3.6884818
  7363.0000       -2.6785050        3.6986534       -2.6376238        3.6875129
  7364.0000       -2.6708898        3.7140642       -2.6328840        3.6865446
  7365.0000       -2.6708697        3.7041301       -2.6281630        3.6855770
  7366.0000       -2.6636967        3.7285795       -2.6234607        3.6846100
  7367.0000       -2.6416665        3.7084552       -2.6187770        3.6836436
  7368.0000       -2.6516646        3.7186234       -2.6141118        3.6826778
  7369.0000       -2.6187995        3.7062414       -2.6094649        3.6817126
  7370.0000       -2.6457919        3.6814553       -2.6048361        3.6807481
  7371.0000       -2.6555672        3.7089380       -2.6002254        3.6797842
  7372.0000       -2.6373689        3.7188784       -2.5956326        3.6788209
  7373.0000       -2.6231080        3.7111758       -2.5910576        3.6778582
  7374.0000       -2.6306900        3.7011630       -2.5865002        3.6768961
  7375.0000       -2.6351658        3.7203003       -2.5819603        3.6759346
  7376.0000       -2.6128313        3.7206771       -2.5774378        3.6749738
  7377.0000       -2.6224651        3.7210796       -2.5729325        3.6740136
  7378.0000       -2.5914059        3.7347535       -2.5684444        3.6730540
  7379.0000       -2.5995844        3.7017110       -2.5639732        3.6720950
  7380.0000       -2.6033923        3.7370378       -2.5595190        3.6711366
  7381.0000       -2.5793109        3.7190360       -2.5550815        3.6701788
  7382.0000       -2.5859114        3.7345043       -2.5506606        3.6692216
  7383.0000       -2.5626597        3.7173918       -2.5462563        3.6682651
  7384.0000       -2.5829881        3.7296249       -2.5418684        3.6673091
  7385.0000       -2.5539461        3.7331178       -2.5374967        3.6663538
  7386.0000       -2.5629216        3.7385475       -2.5331413        3.6653991
  7387.0000       -2.5245240        3.7454794       -2.5288019        3.6644450
  7388.0000       -2.5223173        3.7249642       -2.5244784        3.6634915
  7389.0000       -2.5065599        3.7194182       -2.5201708        3.6625386
  7390.0000       -2.5198819        3.7010811       -2.5158788        3.6615863
  7391.0000       -2.5183773        3.7168264       -2.5116026        3.6606347
  7392.0000       -2.5103208        3.7120662       -2.5073418        3.6596836
  7393.0000       -2.5056582        3.7173536       -2.5030964        3.6587331
  7394.0000       -2.4927119        3.7156876       -2.4988663        3.6577833
  7395.0000       -2.4858155        3.7083024       -2.4946514        3.6568340
  7396.0000       -2.4814768        3.7046765       -2.4904516        3.6558854
  7397.0000       -2.4822261        3.6969590       -2.4862668        3.6549374
  7398.0000       -2.4830811        3.7083998       -2.4820968        3.6539899
  7399.0000       -2.4679176        3.7056128       -2.4779417        3.6530431
  7400.0000       -2.4634091        3.7094238       -2.4738012        3.6520969
  7401.0000       -2.4446323        3.6964625       -2.4696753        3.6511513
  7402.0000       -2.4564271        3.6909533       -2.4655639        3.6502063
  7403.0000       -2.4445853        3.6967897       -2.4614669        3.6492618
  7404.0000       -2.4393667        3.6921242       -2.4573842        3.6483180
  7405.0000       -2.4316279        3.6843458       -2.4533157        3.6473748
  7406.0000       -2.4360739        3.6871777       -2.4492613        3.6464322
  7407.0000       -2.4175136        3.6839356       -2.4452210        3.6454902
  7408.0000       -2.4217259        3.6737916       -2.4411945        3.6445488
  7409.0000       -2.4148279        3.6691734       -2.4371819        3.6436080
  7410.0000       -2.4277737        3.6669972       -2.4331831        3.6426678
  7411.0000       -2.4152402        3.6778834       -2.4291979        3.6417282
  7412.0000       -2.4150292        3.6705791       -2.4252262        3.6407892
  7413.0000       -2.4040325        3.6807938       -2.4212681        3.6398508
  7414.0000       -2.3902242        3.6636912       -2.4173233        3.6389129
  7415.0000       -2.4062033        3.6547943       -2.4133919        3.6379757
  7416.0000       -2.4041969        3.6798039       -2.4094737        3.6370391
  7417.0000       -2.3723361        3.6679264       -2.4055686        3.6361031
  7418.0000       -2.3851856        3.6495947       -2.4016766        3.6351676
  7419.0000       -2.3881219        3.6546000       -2.3977976        3.6342328
  7420.0000       -2.3899325        3.6655617       -2.3939314        3.6332986
  7421.0000       -2.3658127        3.6659210       -2.3900781        3.6323649
  7422.0000       -2.3688259        3.6560413       -2.3862375        3.6314318
  7423.0000       -2.3498228        3.6537299       -2.3824096        3.6304994
  7424.0000       -2.3627986        3.6283729       -2.3785943        3.6295675
  7425.0000       -2.3738305        3.6430498       -2.3747914        3.6286362
  7426.0000       -2.3683423        3.6505665       -2.3710010        3.6277056
  7427.0000       -2.3523475        3.6493647       -2.3672230        3.6267755
  7428.0000       -2.3616632        3.6400224       -2.3634572        3.6258460
  7429.0000       -2.3488783        3.6540224       -2.3597036        3.6249170
  7430.0000       -2.3463461        3.6324092       -2.3559621        3.6239887
  7431.0000       -2.3577325        3.6411813       -2.3522327        3.6230610
  7432.0000       -2.3585783        3.6485961       -2.3485153        3.6221338
  7433.0000       -2.3407254        3.6660861       -2.3448098        3.6212073
  7434.0000       -2.3299155        3.6471654       -2.3411161        3.6202813
  7435.0000       -2.3274901        3.6589361       -2.3374342        3.6193559
  7436.0000       -2.3194552        3.6342794       -2.3337639        3.6184311
  7437.0000       -2.3422365        3.6667745       -2.3301053        3.6175069
  7438.0000       -2.2777169        3.6670690       -2.3264583        3.6165833
  7439.0000       -2.2976007        3.6160545       -2.3228227        3.6156603
  7440.0000       -2.3139274        3.6377767       -2.3191986        3.6147378
  7441.0000       -2.3060506        3.6423723       -2.3155858        3.6138160
  7442.0000       -2.2918418        3.6484989       -2.3119844        3.6128947
  7443.0000       -2.2832665        3.6359038       -2.3083941        3.6119740
  7444.0000       -2.2794921        3.6310761       -2.3048150        3.6110539
  7445.0000       -2.2866619        3.6224851       -2.3012470        3.6101343
  7446.0000       -2.2832467        3.6349665       -2.2976900        3.6092154
  7447.0000       -2.2768887        3.6263062       -2.2941440        3.6082970
  7448.0000       -2.2762310        3.6358017       -2.2906090        3.6073792
  7449.0000       -2.2595725        3.6318537       -2.2870847        3.6064620
  7450.0000       -2.2517861        3.6205639       -2.2835713        3.6055454
  7451.0000       -2.2618874        3.6055939       -2.2800685        3.6046294
  7452.0000       -2.2672932        3.6236308       -2.2765765        3.6037139
  7453.0000       -2.2484440        3.6200794       -2.2730951        3.6027990
  7454.0000       -2.2438447        3.6120467       -2.2696242        3.6018847
  7455.0000       -2.2482559        3.5941159       -2.2661639        3.6009710
  7456.0000       -2.2655176        3.6094204       -2.2627140        3.6000578
  7457.0000       -2.2445562        3.6153498       -2.2592746        3.5991453
  7458.0000       -2.2438690        3.6056383       -2.2558457        3.5982333
  7459.0000       -2.2422576        3.5989854       -2.2524274        3.5973219
  7460.0000       -2.2586839        3.5992304       -2.2490201        3.5964110
  7461.0000       -2.2565412        3.6228286       -2.2456264        3.5955008
  7462.0000       -2.2315557        3.6303452       -2.2424730        3.5945911
  7463.0000       -2.2664115        3.6107843       -2.2903352        3.5938484
  7464.0000       -2.2774508        3.5985999       -2.2869578        3.5931138
  7465.0000       -2.2813976        3.6050160       -2.2835863        3.5923794
  7466.0000       -2.2771918        3.6051197       -2.2802234        3.5916452
  7467.0000       -2.2821442        3.6081132       -2.2768694        3.5909112
  7468.0000       -2.2684601        3.6180105       -2.2735246        3.5901775
  7469.0000       -2.2668390        3.5999368       -2.2701889        3.5894439
  7470.0000       -2.2818971        3.6158046       -2.2668623        3.5887105
  7471.0000       -2.2625538        3.6285636       -2.2635448        3.5879774
  7472.0000       -2.2522963        3.6230529       -2.2602363        3.5872444
  7473.0000       -2.2507966        3.6247526       -2.2569368        3.5865117
  7474.0000       -2.2333583        3.6313319       -2.2536463        3.5857792
  7475.0000       -2.2245028        3.6149675       -2.2503647        3.5850468
  7476.0000       -2.2199882        3.6168042       -2.2470920        3.5843147
  7477.0000       -2.2161482        3.5964777       -2.2438281        3.5835828
  7478.0000       -2.2297788        3.6057232       -2.2405729        3.5828511
  7479.0000       -2.2178811        3.6049168       -2.2373266        3.5821196
  7480.0000       -2.2199719        3.6111373       -2.2340888        3.5813883
  7481.0000       -2.2013407        3.6054929       -2.2308598        3.5806572
  7482.0000       -2.2080811        3.5963876       -2.2276393        3.5799263
  7483.0000       -2.2067578        3.5976993       -2.2244274        3.5791956
  7484.0000       -2.2083446        3.6009468       -2.2212240        3.5784652
  7485.0000       -2.2019074        3.6045149       -2.2180291        3.5777349
  7486.0000       -2.1934328        3.6062886       -2.2148426        3.5770048
  7487.0000       -2.1909754        3.5990554       -2.2116644        3.5762750
  7488.0000       -2.1843753        3.6102495       -2.2084946        3.5755453
  7489.0000       -2.1702202        3.5926615       -2.2053331        3.5748159
  7490.0000       -2.1788808        3.5950221       -2.2021799        3.5740866
  7491.0000       -2.1709648        3.5865814       -2.1990349        3.5733576
  7492.0000       -2.1792660        3.5995434       -2.1958980        3.5726287
  7493.0000       -2.1505137        3.5909381       -2.1927693        3.5719001
  7494.0000       -2.1680048        3.5760329       -2.1896486        3.5711717
  7495.0000       -2.1633771        3.5838060       -2.1865360        3.5704435
  7496.0000       -2.1689187        3.5802059       -2.1834315        3.5697155
  7497.0000       -2.1661063        3.5896249       -2.1803348        3.5689876
  7498.0000       -2.1587381        3.5932302       -2.1772461        3.5682600
  7499.0000       -2.1532099        3.5895553       -2.1741653        3.5675326
  7500.0000       -2.1493439        3.6007654       -2.1710924        3.5668054
  7501.0000       -2.1279271        3.5902937       -2.1680272        3.5660784
  7502.0000       -2.1325381        3.5867094       -2.1649699        3.5653517
  7503.0000       -2.1142017        3.5748219       -2.1619202        3.5646251
  7504.0000       -2.1361873        3.5595114       -2.1588783        3.5638987
  7505.0000       -2.1356727        3.5765465       -2.1558440        3.5631725
  7506.0000       -2.1299659        3.5703271       -2.1528173        3.5624465
  7507.0000       -2.1371670        3.5736766       -2.1497982        3.5617208
  7508.0000       -2.1280066        3.5843625       -2.1467867        3.5609952
  7509.0000       -2.1270801        3.5777377       -2.1437827        3.5602698
  7510.0000       -2.1161756        3.6002853       -2.1407861        3.5595447
  7511.0000       -2.0913108        3.5679984       -2.1377970        3.5588197
  7512.0000       -2.1259429        3.5754720       -2.1348153        3.5580950
  7513.0000       -2.0918328        3.5913120       -2.1318410        3.5573704
  7514.0000       -2.0929104        3.5673129       -2.1288739        3.5566461
  7515.0000       -2.0956863        3.5697865       -2.1259142        3.5559219
  7516.0000       -2.0981632        3.5663212       -2.1229618        3.5551980
  7517.0000       -2.1135131        3.5756839       -2.1200166        3.5544743
  7518.0000       -2.0863014        3.6176790       -2.1170785        3.5537507
  7519.0000       -2.0486786        3.5711661       -2.1141476        3.5530274
  7520.0000       -2.0846896        3.5907396       -2.1112239        3.5523043
  7521.0000       -2.0202865        3.5862924       -2.1083072        3.5515813
  7522.0000       -2.0454230        3.5490223       -2.1053976        3.5508586
  7523.0000       -2.0323523        3.5446683       -2.1024951        3.5501361
  7524.0000       -2.0733735        3.5380637       -2.0995995        3.5494138
  7525.0000       -2.0393606        3.5675108       -2.0967109        3.5486917
  7526.0000       -2.0504226        3.5406033       -2.0938292        3.5479698
  7527.0000       -2.0266018        3.5586311       -2.0909544        3.5472480
  7528.0000       -2.0388184        3.5216229       -2.0880865        3.5465265
  7529.0000       -2.0358380        3.5434198       -2.0852254        3.5458052
  7530.0000       -2.0443353        3.5187862       -2.0823711        3.5450841
  7531.0000       -2.0435519        3.5458683       -2.0795236        3.5443632
  7532.0000       -2.0428812        3.5312264       -2.0766828        3.5436425
  7533.0000       -2.0264278        3.5608553       -2.0738487        3.5429220
  7534.0000       -2.0073363        3.5203375       -2.0710213        3.5422017
  7535.0000       -2.0231297        3.5279206       -2.0682006        3.5414816
  7536.0000       -2.0196605        3.5126842       -2.0653865        3.5407617
  7537.0000       -2.0206907        3.5329662       -2.0625789        3.5400421
  7538.0000       -2.0028358        3.4995090       -2.0597780        3.5393226
  7539.0000       -2.0365939        3.5110943       -2.0569835        3.5386033
  7540.0000       -2.0116728        3.5133660       -2.0541956        3.5378842
  7541.0000       -2.0295205        3.5070565       -2.0514141        3.5371653
  7542.0000       -2.0148256        3.5205217       -2.0486390        3.5364466
  7543.0000       -2.0094814        3.5044117       -2.0458704        3.5357281
  7544.0000       -2.0182599        3.5029582       -2.0431082        3.5350099
  7545.0000       -2.0096322        3.5065341       -2.0403523        3.5342918
  7546.0000       -2.0151408        3.4842333       -2.0376028        3.5335739
  7547.0000       -2.0383117        3.5001777       -2.0348595        3.5328562
  7548.0000       -2.0281510        3.5097167       -2.0321225        3.5321387
  7549.0000       -2.0294265        3.5227791       -2.0293918        3.5314215
  7550.0000       -1.9993862        3.5195943       -2.0266673        3.5307044
  7551.0000       -2.0171438        3.4938437       -2.0239490        3.5299875
  7552.0000       -2.0271469        3.5224119       -2.0212368        3.5292708
  7553.0000       -2.0021907        3.5167174       -2.0185308        3.5285543
